review_text,rating,is_recommended,predicted_sentiment,product_id,product_name,brand_name,skin_type,skin_tone,recommended_but_negative,not_recommended_but_positive
"I like the formula of this moisturizer but unlike other reviewers have stated, that this smells good. Mine does not! Mine smells like dirty socks. I most have got a bad batch. I can smell it on my face and it’s gross! I gave 3 stars for the actual product. Hydrating but not greasy!",3,1,0,P474971,Daily Blemish Repairing Moisturizer,Peace Out,combination,,True,False
"Mes lèvres sont très desséchées à cause du soleil présentement et grâce à ce masque, je me réveille avec une belle bouche pulpeuse et hydratée. Aucun effet collant.",5,1,0,P475908,Aqua Bomb Overnight Lip Mask,belif,oily,light,True,False
this lip product is really good i used it last night and it made my lip feel extra soft not chapped when i work. the price is a bit too much i don’t think it’s worth 20. i would recommend if the price was cheaper.,4,0,2,P475908,Aqua Bomb Overnight Lip Mask,belif,dry,deep,False,True
"I received a sample size of this product from Influenster in exchange for an honest review. The product has varied results. The first two days of use I got good results. But on day 3 of use, it chapped my lips beyond belief. For context, my lips don’t get chapped easily.",3,1,0,P475908,Aqua Bomb Overnight Lip Mask,belif,normal,fair,True,False
I used it a few times i like it it’s hydrating but not enough. It don’t make my skin dewy. It’s a nice light weight summer moisturizer it’s alright,4,0,2,P479125,Mini Cloud Dew Oil-Free Gel Cream,Summer Fridays,combination,light,False,True
Really wanted to like this but it was kind of difficult to put on and it broke my skin out,4,1,0,P479633,Pore Remedy Purifying Mud Mask,Dr. Jart+,combination,lightMedium,True,False
"Thanks to topbox I got to try this product for free! I am very picky with my eye creams as I am prone to milia, and unfortunately I found this eye cream to be too heavy.",2,0,2,P479734,Smart Clinical Repair Wrinkle Correcting Eye Cream,CLINIQUE,,,False,True
"I received my #freeproduct sample of Clinique’s Smart Clinical Repair Wrinkle Correcting Eye Cream through #topboxcircle #tryitwithtopbox. I used a small pea-sized amount of this product on my entire face every morning for about a week. It contains a mix of peptides, HA, and soybean extract - these three ingredients aim to diminish wrinkles through collagen production, plump your skin with hydration, and fortify your skin, respectively. I found that it absorbed quite nicely, didn’t leave behind a greasy/oily film, and definitely left my skin feeling hydrated. Unfortunately, I didn’t see any noticeable changes in my fine lines and wrinkles as the trial period was too short. The price isn’t too too bad at$22 for 15mL, but considering it’s meant to be used on your face and neck, 15mL would be used up pretty quickly. I don’t think this is a good bang for your buck.",4,0,2,P479734,Smart Clinical Repair Wrinkle Correcting Eye Cream,CLINIQUE,dry,lightMedium,False,True
This floral recovery mask is so lovely. I love that it can be used as a sleeping mask. The ingredients are clean but it does include parfum which I thought Fresh didn’t use synthetic fragrances so I’m pretty disappointed as I’m allergic.,3,0,2,P479841,Floral Recovery Overnight Mask with Squalane,fresh,combination,light,False,True
"After using this, my skin feels like I have drank my recommended 8 glasses of water and just had an Instagram facial.",5,1,0,P480630,Mini Jet Lag Mask,Summer Fridays,combination,medium,True,False
"Really enjoyed the packaging and texture of this super-luxurious feeling mask. I have oily-combo skin, erring on the oily side, so I was a bit cautious to try the mask, as it is basically really thick moisturizer in a tube. I applied a few modest dots of it over my face. It was definitely hydrating, but I noticed there were fragrance oils in the ingredients, which can break out acne-prone skin like mine. So overall, probably not the product for my particular skin concerns, but who’s to say it wouldn’t work for another person with dry skin? Hope that clarifies my rating!",3,0,2,P480630,Mini Jet Lag Mask,Summer Fridays,oily,light,False,True
"This was a great product for shrinking my pores and getting the blackheads gone. However, after 3 weeks of use, I developed nickle-sized extremely dry patches all over my face that took a very long time to heal, as well as little pimples all over my cheeks. My t-zone was good (where I’m usually the greasiest. But my cheeks where I am super dry, was the worst.",3,1,0,P481340,Alpha Beta AHA/BHA Daily Cleansing Gel,Dr. Dennis Gross Skincare,combination,fair,True,False
Stronger than necessary for a cleanser. 3/5. You can get better quality for cheaper at the drugstore.,3,0,2,P482757,Mini The Cult Classic Purifying Face Cleanser,TULA Skincare,dry,,False,True
"This was gifted by Hanni for reviewing purposes. To be honest, I was very confused by what the product actually is. It comes in a tube similar to something you would expect deodorant to come in, and it has a jelly texture. You run it over the areas you want to shave and it acts like a shave jelly.",5,1,0,P483457,Shave Pillow Moisturizing Body Gel,Hanni,normal,fair,True,False
"I really appreciated the simplicity of the packaging of this product in addition to it being Fragrance-free and Vegan. The consistency of this cleanser is odd; when you squeeze the tube, a thin and oily substance comes out followed by the balm. I re-read the instructions, thinking I missed something but there isn’t a direction to shake the bottle to mix the formula. After rubbing the balm between my hands, I applied it to my face as directed. It removed my eye make-up effortlessly, even my waterproof mascara. However, it felt heavy like Vaseline and left a sticky film on my skin despite rinsing with warm/hot water. I had to follow-up with another facial cleanser to get rid of the waxy build-up.",4,0,2,P500098,Makeup Melting Balm Cleanser,Community Sixty-Six,combination,light,False,True
"Not the most effective makeup balm I’ve used, but I do think it feels lightweight (which might be why). Even though I do a minimal base layer--usually BB cream--having a strong oil base is the best. This product feels not sticky, but having a double cleanse is most effective for me.",3,0,2,P500098,Makeup Melting Balm Cleanser,Community Sixty-Six,combination,fair,False,True
I normally use two methods of taking off my make up but this was the first of this solution. I have used micellar water in the past and this one works similarly. I personally feel like it is a wasteful method because it involves a lot of cotton balls but nonetheless this is a clean product and works really well with the balm.,4,0,2,P500101,Hydro Ungrip Makeup Remover + Cleansing Water,MILK MAKEUP,combination,tan,False,True
"This Kora organically facial cleanser with turmeric smells so amazing! The first thing I noticed about this cleanser is how great it smells. It also feels amazing on your skin, it doesn’t leave a film behind and leaves my skin feeling tightened and refreshed.",4,0,2,P500618,Turmeric Glow Foaming Cleanser,KORA Organics,combination,light,False,True
"Thanks to #TopBox, I received this product to try for free. While grateful, I do still get mixed feelings when I receive small packets of facial stuff to try because normally, you need to use such products over a period of time in order to see results. Hence, my review will solely be based on approximately 3 days of usage. The Clinique brand overall is affordable, looks pretty and in the past, has worked well for me. I used these products at night only. I do have a Clinique cleanser which I used first, and then I applied the serum, the wrinkle correcting cream and eye cream – in that order. So, for the 3 days at least, whilst I did not notice much difference, my skin did feel fresh and rejuvenated. I wasn’t overtly thrilled that the smart clinical repair (wrinkle correcting cream) had a LOT of ingredients – so I’ll probably refrain from buying either of these products. Besides, I also just learnt that Clinique is not cruelty free and so, I’ll probably refrain from using its products in future ☹ Such a shame, as I did use to like this brand.",3,0,2,P500718,Smart Clinical Repair Wrinkle Correcting Cream,CLINIQUE,combination,medium,False,True
"i have no idea why this was recommended to me it’s caky and shows all of my dry spots. it’s really incredible that this is 44 it feels like a drugstore foundation, like it’s old and caky and thick. when you rub it in it pills up. i thought this was a tinted moisturizer but it feels heavier than my normal foundation. Im really upset I wasted my money on this because its going straight in the trash.",1,0,2,P501005,Premium BB Tinted Moisturizer with Niacinamide and SPF 40,Dr. Jart+,dry,fair,False,True
"I’m not sure if this product did much for me, except my skin looked moisturized the next day without me adding moisturizer. I noticed after it dries, it just crumbles off over time, so it may not even last all night.",3,1,0,P501171,YUZU-C Beauty Sleeping Mask,WASO,dry,fair,True,False
"      This is a nice sleep mask. I notice that in the morning, my skin looks brighter and moisturized. It has a great gel texture that spreads easily on the skin and leaves it moisturized. It is not thick like a cream, but it does have a hydrating effect. I love the packaging as well, it is super cute.",4,0,2,P501171,YUZU-C Beauty Sleeping Mask,WASO,dry,fair,False,True
I expected this to be greasy due to the consistency but I was surprised.,3,1,0,P501518,Calming Herbal Repair Overnight Recovery Balm for Skin Barrier Support,Mount Lai,combination,lightMedium,True,False
"Welp, I guess I’m the type of person who buys $90 face cream now…. I bought this awhile ago as a treat to myself and ran out about a week ago. I really loved it but couldn’t justify the price to repurchase so just went back to using my day cream at night. Well, my skin freaked out and threw a fit!! It’s so dry, hates all of my normal products all of a sudden and repels any makeup I put on. I’ve dealt with sensitive skin my whole life so I should have known one tiny change will create huge issues! But I’d rather my wallet be mad at me then my skin so I’ve ordered my second jar lol….",5,1,0,P503191,Mini Indigo Overnight Repair Serum in Cream Treatment,Tatcha,combination,light,True,False
"This is basically a redness and irritation deleter. I have used obagi, revision, skin medica, oh man what else. Everything you can imagine— red light therapy, ufo, nuface, galvanic currents— and this stuff right here you can put on your skin and within 12 hours the irritation will be cut by a least 50%.The price tag is so steep— what is with these Sephora products being as much as medical grade. I feel like we as consumers need to make a big deal about this or else the prices will keep escalating.",5,1,0,P503191,Mini Indigo Overnight Repair Serum in Cream Treatment,Tatcha,oily,mediumTan,True,False
Unfortunately This cleanser didn’t work out for me. I tried it at a Sephora location using their sink to feel texture and how the product feels. I instantly fell in love with it! Problem is I got major break outs that I’m still recovering after almost a month of me discontinuing to use the product. While using the product I got painful cystic acne. Would have loved it but everything from tatcha seems to break me out.,1,0,2,P504615,Mini Deep Cleanse Gentle Exfoliating Cleanser,Tatcha,combination,light,False,True
"For the price, they should’ve put more work on the bottle. No dispensing pump with gooey texture that comes out in big clump?? Cleanser it self is good, non drying and feels clean afterwards.",3,0,2,P504615,Mini Deep Cleanse Gentle Exfoliating Cleanser,Tatcha,combination,fair,False,True
"I have tried Tatcha’s other products before like the water cream, cleansing oil, and rice powder and really loved it. So I was thinking maybe their cleanser would be fantastic as well. But I was wrong. I’ve been using this cleanser for a month now and doesn’t seem to make my skin feel any different. Unlike the other Tatcha products I’ve tried, which cleared my skin. The design of the bottle is inefficient, you’d have to squeeze carefully and only a little product is needed. The exfoliator particles is also a bit coarse doesn’t feel comfortable on my skin. Should have bought the mini size to try it out.",2,0,2,P504615,Mini Deep Cleanse Gentle Exfoliating Cleanser,Tatcha,dry,fair,False,True
"I would not buy this again because the container is so badly designed in terms of distributing and using up the whole product. Also, the price is immoral for a cleanser. That said, it’s a very gentle effective pleasant cleanser for oily and combo skin. Nice",3,1,0,P504615,Mini Deep Cleanse Gentle Exfoliating Cleanser,Tatcha,combination,light,True,False
Nothing fully gets rid of pores but this for sure eliminates the visibility of them!,5,1,0,P504615,Mini Deep Cleanse Gentle Exfoliating Cleanser,Tatcha,oily,light,True,False
I received a mini sample of this product and after a few uses I really liked how my skin felt afterwards- clean without over drying and very smooth. The smell is a bit strong though and I’m not a fan of how difficult it was to get out of the bottle. I’m hesitant to buy the full size product after reading other similar reviews. I would recommend it should at least come with a pump to make it easier.,2,0,2,P504615,Mini Deep Cleanse Gentle Exfoliating Cleanser,Tatcha,combination,lightMedium,False,True
"I fell in love with this product... I came back on here to actually buy another bottle, but see the price skyrocketed from like $24 to $38?? I loved it because I found something that worked wonderfully for not a completely terrible price. I just can’t justify buying for that amount.",3,0,2,P504615,Mini Deep Cleanse Gentle Exfoliating Cleanser,Tatcha,oily,light,False,True
I love how thin this product is but still has a lot of hydration to it. My skin feels very soft after using this product and I did noticed a change in my pores. I’ve been using morning and night as my main moisturizer,4,0,2,P505031,The POREfessional Smooth Sip Lightweight Gel-Cream Moisturizer,Benefit Cosmetics,combination,light,False,True
"I’m very grateful to experience a gel cream moisturizer gifted from Benefits in exchange for my honest review.  For starters, the texture of this light weight moisturizer feels a little weird at first.  Because it was foreign to me I didn’t like it right away.  However, I quickly noticed how my skin absorbed all of it once I rubbed it on my face and neck.   I gave it a crash test for a night routine.  I washed my face and only used the smooth sip gel-cream so I can observe the good and the bad.  My skin was comfortable the entire time after wearing it.  If you’re looking for a minimal skincare routine that will hydrate your face and balance your skin type for your cleanest and smoothest skin, then this is a great product to incorporate everyday.",5,1,0,P505031,The POREfessional Smooth Sip Lightweight Gel-Cream Moisturizer,Benefit Cosmetics,combination,,True,False
